"","Region","Item Code",".model","Yearmonth","Volume",".mean"
"748","MEL","1271","ETS",2024 Aug,N(5493, 4555079),5493.18695284039
"749","MEL","1271","ETS",2024 Sep,N(5611, 4555080),5610.54833587609
"750","MEL","1271","ETS",2024 Oct,N(5728, 4555081),5727.90971891179
"751","MEL","1271","ARIMA",2024 May,N(3997, 5070962),3996.83912188535
"752","MEL","1271","ARIMA",2024 Jun,N(3997, 5327507),3996.83912188535
"753","MEL","1271","ARIMA",2024 Jul,N(3997, 5584052),3996.83912188535
"754","MEL","1271","ARIMA",2024 Aug,N(3997, 5840596),3996.83912188535
"755","MEL","1271","ARIMA",2024 Sep,N(3997, 6097141),3996.83912188535
"756","MEL","1271","ARIMA",2024 Oct,N(3997, 6353686),3996.83912188535
"757","MEL","1272","ETS",2024 May,N(588, 117740),588.206425259184
"758","MEL","1272","ETS",2024 Jun,N(588, 148458),588.206425259184
"759","MEL","1272","ETS",2024 Jul,N(588, 179176),588.206425259184
"760","MEL","1272","ETS",2024 Aug,N(588, 209894),588.206425259184
"761","MEL","1272","ETS",2024 Sep,N(588, 240612),588.206425259184
"762","MEL","1272","ETS",2024 Oct,N(588, 271329),588.206425259184
"763","MEL","1272","ARIMA",2024 May,N(579, 117770),578.955132231263
"764","MEL","1272","ARIMA",2024 Jun,N(579, 150689),578.955132231263
"765","MEL","1272","ARIMA",2024 Jul,N(579, 183608),578.955132231263
"766","MEL","1272","ARIMA",2024 Aug,N(579, 216527),578.955132231263
"767","MEL","1272","ARIMA",2024 Sep,N(579, 249445),578.955132231263
"768","MEL","1272","ARIMA",2024 Oct,N(579, 282364),578.955132231263
"769","MEL","1273","ETS",2024 May,N(370, 153152),370.300197012432
"770","MEL","1273","ETS",2024 Jun,N(370, 276442),370.300197012432
"771","MEL","1273","ETS",2024 Jul,N(370, 4e+05),370.300197012432
"772","MEL","1273","ETS",2024 Aug,N(370, 523021),370.300197012432
"773","MEL","1273","ETS",2024 Sep,N(370, 646311),370.300197012432
"774","MEL","1273","ETS",2024 Oct,N(370, 769601),370.300197012432
"775","MEL","1273","ARIMA",2024 May,N(336, 150916),336
"776","MEL","1273","ARIMA",2024 Jun,N(336, 3e+05),336
"777","MEL","1273","ARIMA",2024 Jul,N(336, 452747),336
"778","MEL","1273","ARIMA",2024 Aug,N(336, 6e+05),336
"779","MEL","1273","ARIMA",2024 Sep,N(336, 754578),336
"780","MEL","1273","ARIMA",2024 Oct,N(336, 905493),336
"781","MEL","1274","ETS",2024 May,N(380, 55843),380.071450718148
"782","MEL","1274","ETS",2024 Jun,N(380, 59327),380.071450718148
"783","MEL","1274","ETS",2024 Jul,N(380, 62810),380.071450718148
"784","MEL","1274","ETS",2024 Aug,N(380, 66294),380.071450718148
"785","MEL","1274","ETS",2024 Sep,N(380, 69777),380.071450718148
"786","MEL","1274","ETS",2024 Oct,N(380, 73261),380.071450718148
"787","MEL","1274","ARIMA",2024 May,N(377, 55878),376.512183154015
"788","MEL","1274","ARIMA",2024 Jun,N(377, 59823),376.512183154015
"789","MEL","1274","ARIMA",2024 Jul,N(377, 63768),376.512183154015
"790","MEL","1274","ARIMA",2024 Aug,N(377, 67713),376.512183154015
"791","MEL","1274","ARIMA",2024 Sep,N(377, 71658),376.512183154015
"792","MEL","1274","ARIMA",2024 Oct,N(377, 75603),376.512183154015
"793","PER","1234","ETS",2024 May,N(1982, 1159657),1981.52719471632
"794","PER","1234","ETS",2024 Jun,N(1982, 1159657),1981.52719471632
"795","PER","1234","ETS",2024 Jul,N(1982, 1159657),1981.52719471632
"796","PER","1234","ETS",2024 Aug,N(1982, 1159657),1981.52719471632
"797","PER","1234","ETS",2024 Sep,N(1982, 1159657),1981.52719471632
"798","PER","1234","ETS",2024 Oct,N(1982, 1159657),1981.52719471632
"799","PER","1234","ARIMA",2024 May,N(1981, 1131932),1980.60465116279
"800","PER","1234","ARIMA",2024 Jun,N(1981, 1131932),1980.60465116279
"801","PER","1234","ARIMA",2024 Jul,N(1981, 1131932),1980.60465116279
"802","PER","1234","ARIMA",2024 Aug,N(1981, 1131932),1980.60465116279
"803","PER","1234","ARIMA",2024 Sep,N(1981, 1131932),1980.60465116279
"804","PER","1234","ARIMA",2024 Oct,N(1981, 1131932),1980.60465116279
"805","PER","1235","ETS",2024 May,N(217, 17667),217.165010798543
"806","PER","1235","ETS",2024 Jun,N(217, 18431),217.165010798543
"807","PER","1235","ETS",2024 Jul,N(217, 19195),217.165010798543
"808","PER","1235","ETS",2024 Aug,N(217, 19959),217.165010798543
"809","PER","1235","ETS",2024 Sep,N(217, 20723),217.165010798543
"810","PER","1235","ETS",2024 Oct,N(217, 21487),217.165010798543
"811","PER","1235","ARIMA",2024 May,N(196, 17078),195.51896288516
"812","PER","1235","ARIMA",2024 Jun,N(224, 17122),223.759399000844
"813","PER","1235","ARIMA",2024 Jul,N(215, 19032),215.318316468752
"814","PER","1235","ARIMA",2024 Aug,N(218, 20096),217.841360872943
"815","PER","1235","ARIMA",2024 Sep,N(217, 21387),217.087221455242
"816","PER","1235","ARIMA",2024 Oct,N(217, 22608),217.31263415919
"817","PER","1236","ETS",2024 May,N(338, 34772),337.604837988252
"818","PER","1236","ETS",2024 Jun,N(338, 36483),337.604837988252
"819","PER","1236","ETS",2024 Jul,N(338, 38194),337.604837988252
"820","PER","1236","ETS",2024 Aug,N(338, 39904),337.604837988252
"821","PER","1236","ETS",2024 Sep,N(338, 41615),337.604837988252
"822","PER","1236","ETS",2024 Oct,N(338, 43326),337.604837988252
"823","PER","1236","ARIMA",2024 May,N(354, 30754),353.812118576812
"824","PER","1236","ARIMA",2024 Jun,N(307, 32228),306.524564422454
"825","PER","1236","ARIMA",2024 Jul,N(294, 33701),293.664391365082
"826","PER","1236","ARIMA",2024 Aug,N(349, 35175),348.615879215775
"827","PER","1236","ARIMA",2024 Sep,N(330, 36649),329.601020588769
"828","PER","1236","ARIMA",2024 Oct,N(371, 38106),371.214934521454
"829","PER","1238","ETS",2024 May,N(2741, 1912902),2741.04342595418
"830","PER","1238","ETS",2024 Jun,N(2741, 1912902),2741.04342595418
"831","PER","1238","ETS",2024 Jul,N(2741, 1912902),2741.04342595418
"832","PER","1238","ETS",2024 Aug,N(2741, 1912902),2741.04342595418
"833","PER","1238","ETS",2024 Sep,N(2741, 1912902),2741.04342595418
"834","PER","1238","ETS",2024 Oct,N(2741, 1912902),2741.04342595418
"835","PER","1238","ARIMA",2024 May,N(2741, 1867169),2741.39534883721
"836","PER","1238","ARIMA",2024 Jun,N(2741, 1867169),2741.39534883721
"837","PER","1238","ARIMA",2024 Jul,N(2741, 1867169),2741.39534883721
"838","PER","1238","ARIMA",2024 Aug,N(2741, 1867169),2741.39534883721
"839","PER","1238","ARIMA",2024 Sep,N(2741, 1867169),2741.39534883721
"840","PER","1238","ARIMA",2024 Oct,N(2741, 1867169),2741.39534883721
"841","PER","1239","ETS",2024 May,N(499, 21927),499.104819739549
"842","PER","1239","ETS",2024 Jun,N(511, 21990),511.302539971189
"843","PER","1239","ETS",2024 Jul,N(524, 22053),523.500260202829
"844","PER","1239","ETS",2024 Aug,N(536, 22116),535.697980434469
"845","PER","1239","ETS",2024 Sep,N(548, 22179),547.895700666109
"846","PER","1239","ETS",2024 Oct,N(560, 22243),560.093420897749
"847","PER","1239","ARIMA",2024 May,N(474, 24300),473.530011446549
"848","PER","1239","ARIMA",2024 Jun,N(474, 26340),473.530011446549
"849","PER","1239","ARIMA",2024 Jul,N(474, 28381),473.530011446549
"850","PER","1239","ARIMA",2024 Aug,N(474, 30421),473.530011446549
"851","PER","1239","ARIMA",2024 Sep,N(474, 32462),473.530011446549
"852","PER","1239","ARIMA",2024 Oct,N(474, 34502),473.530011446549
"853","PER","1246","ETS",2024 May,N(354, 1e+05),353.834808377891
"854","PER","1246","ETS",2024 Jun,N(354, 107379),353.834808377891
"855","PER","1246","ETS",2024 Jul,N(354, 111569),353.834808377891
"856","PER","1246","ETS",2024 Aug,N(354, 115758),353.834808377891
"857","PER","1246","ETS",2024 Sep,N(354, 119948),353.834808377891
"858","PER","1246","ETS",2024 Oct,N(354, 124138),353.834808377891
"859","PER","1246","ARIMA",2024 May,N(375, 89520),374.733151807297
"860","PER","1246","ARIMA",2024 Jun,N(343, 1e+05),343.39049744511
"861","PER","1246","ARIMA",2024 Jul,N(333, 1e+05),332.626874049314
"862","PER","1246","ARIMA",2024 Aug,N(329, 1e+05),328.930454873461
"863","PER","1246","ARIMA",2024 Sep,N(328, 1e+05),327.661038969431
"864","PER","1246","ARIMA",2024 Oct,N(327, 1e+05),327.225099033849
"865","PER","1247","ETS",2024 May,N(299, 131068),298.679525730503
"866","PER","1247","ETS",2024 Jun,N(299, 131068),298.679525730503
"867","PER","1247","ETS",2024 Jul,N(299, 131068),298.679525730503
"868","PER","1247","ETS",2024 Aug,N(299, 131068),298.679525730503
"869","PER","1247","ETS",2024 Sep,N(299, 131068),298.679525730503
"870","PER","1247","ETS",2024 Oct,N(299, 131068),298.679525730503
"871","PER","1247","ARIMA",2024 May,N(299, 127935),298.720930232558
"872","PER","1247","ARIMA",2024 Jun,N(299, 127935),298.720930232558
"873","PER","1247","ARIMA",2024 Jul,N(299, 127935),298.720930232558
"874","PER","1247","ARIMA",2024 Aug,N(299, 127935),298.720930232558
"875","PER","1247","ARIMA",2024 Sep,N(299, 127935),298.720930232558
"876","PER","1247","ARIMA",2024 Oct,N(299, 127935),298.720930232558
"877","PER","1248","ETS",2024 May,N(165, 32332),165.092354730438
"878","PER","1248","ETS",2024 Jun,N(165, 32332),165.092354730438
"879","PER","1248","ETS",2024 Jul,N(165, 32332),165.092354730438
"880","PER","1248","ETS",2024 Aug,N(165, 32332),165.092354730438
"881","PER","1248","ETS",2024 Sep,N(165, 32332),165.092354730438
"882","PER","1248","ETS",2024 Oct,N(165, 32332),165.092354730438
"883","PER","1248","ARIMA",2024 May,N(197, 28539),197.425905132032
"884","PER","1248","ARIMA",2024 Jun,N(165, 32209),164.818923031873
"885","PER","1248","ARIMA",2024 Jul,N(165, 32209),164.818923031873
"886","PER","1248","ARIMA",2024 Aug,N(165, 32209),164.818923031873
"887","PER","1248","ARIMA",2024 Sep,N(165, 32209),164.818923031873
"888","PER","1248","ARIMA",2024 Oct,N(165, 32209),164.818923031873
"889","PER","1255","ETS",2024 May,N(61, 5086),61.3706321622355
"890","PER","1255","ETS",2024 Jun,N(61, 5086),61.3706321622355
"891","PER","1255","ETS",2024 Jul,N(61, 5086),61.3706321622355
"892","PER","1255","ETS",2024 Aug,N(61, 5086),61.3706321622355
"893","PER","1255","ETS",2024 Sep,N(61, 5086),61.3706321622355
"894","PER","1255","ETS",2024 Oct,N(61, 5086),61.3706321622355
"895","PER","1255","ARIMA",2024 May,N(176, 4023),176
"896","PER","1255","ARIMA",2024 Jun,N(160, 4023),160
"897","PER","1255","ARIMA",2024 Jul,N(160, 4023),160
"898","PER","1255","ARIMA",2024 Aug,N(120, 4023),120
"899","PER","1255","ARIMA",2024 Sep,N(40, 4023),40
"900","PER","1255","ARIMA",2024 Oct,N(8, 4023),8
"901","PER","1256","ETS",2024 May,N(745, 60204),745.113828033871
"902","PER","1256","ETS",2024 Jun,N(1228, 60213),1227.90096940682
"903","PER","1256","ETS",2024 Jul,N(373, 60223),373.241290642195
"904","PER","1256","ETS",2024 Aug,N(172, 60232),171.691843129791
"905","PER","1256","ETS",2024 Sep,N(170, 60242),169.812188809043
"906","PER","1256","ETS",2024 Oct,N(-69, 60251),-69.2921604201339
"907","PER","1256","ARIMA",2024 May,N(820, 75077),820
"908","PER","1256","ARIMA",2024 Jun,N(830, 75077),830
"909","PER","1256","ARIMA",2024 Jul,N(660, 75077),660
"910","PER","1256","ARIMA",2024 Aug,N(420, 75077),420
"911","PER","1256","ARIMA",2024 Sep,N(360, 75077),360
"912","PER","1256","ARIMA",2024 Oct,N(170, 75077),170
"913","PER","1257","ETS",2024 May,N(231, 18747),231.124261932961
"914","PER","1257","ETS",2024 Jun,N(231, 31606),231.124261932961
"915","PER","1257","ETS",2024 Jul,N(231, 44465),231.124261932961
"916","PER","1257","ETS",2024 Aug,N(231, 57324),231.124261932961
"917","PER","1257","ETS",2024 Sep,N(231, 70183),231.124261932961
"918","PER","1257","ETS",2024 Oct,N(231, 83043),231.124261932961
"919","PER","1257","ARIMA",2024 May,N(485, 13443),484.537966498837
"920","PER","1257","ARIMA",2024 Jun,N(373, 15388),373.015257577795
"921","PER","1257","ARIMA",2024 Jul,N(314, 19392),314.357775997272
"922","PER","1257","ARIMA",2024 Aug,N(247, 19392),247.401020669963
"923","PER","1257","ARIMA",2024 Sep,N(254, 19392),254.428149335152
"924","PER","1257","ARIMA",2024 Oct,N(62, 19392),61.51759333447
"925","PER","1258","ETS",2024 May,N(19, 1414),18.6329383187082
"926","PER","1258","ETS",2024 Jun,N(19, 1414),18.6329383187082
"927","PER","1258","ETS",2024 Jul,N(19, 1414),18.6329383187082
"928","PER","1258","ETS",2024 Aug,N(19, 1414),18.6329383187082
"929","PER","1258","ETS",2024 Sep,N(19, 1414),18.6329383187082
"930","PER","1258","ETS",2024 Oct,N(19, 1414),18.6329383187082
"931","PER","1258","ARIMA",2024 May,N(21, 1334),20.7208430630364
"932","PER","1258","ARIMA",2024 Jun,N(19, 1421),18.6353639930116
"933","PER","1258","ARIMA",2024 Jul,N(19, 1421),18.6353639930116
"934","PER","1258","ARIMA",2024 Aug,N(19, 1421),18.6353639930116
"935","PER","1258","ARIMA",2024 Sep,N(19, 1421),18.6353639930116
"936","PER","1258","ARIMA",2024 Oct,N(19, 1421),18.6353639930116
"937","PER","1259","ETS",2024 May,N(116, 13447),115.896785259731
"938","PER","1259","ETS",2024 Jun,N(116, 13447),115.896785259731
"939","PER","1259","ETS",2024 Jul,N(116, 13447),115.896785259731
"940","PER","1259","ETS",2024 Aug,N(116, 13447),115.896785259731
"941","PER","1259","ETS",2024 Sep,N(116, 13447),115.896785259731
"942","PER","1259","ETS",2024 Oct,N(116, 13447),115.896785259731
"943","PER","1259","ARIMA",2024 May,N(155, 12063),155.436174028966
"944","PER","1259","ARIMA",2024 Jun,N(152, 12063),151.68061163875
"945","PER","1259","ARIMA",2024 Jul,N(154, 12063),153.558392833858
"946","PER","1259","ARIMA",2024 Aug,N(137, 12063),136.65836207789
"947","PER","1259","ARIMA",2024 Sep,N(101, 12063),100.980519370847
"948","PER","1259","ARIMA",2024 Oct,N(99, 12063),99.1027381757391
"949","PER","1260","ETS",2024 May,N(14, 449),14.3268302853122
"950","PER","1260","ETS",2024 Jun,N(14, 449),14.3268302853122
"951","PER","1260","ETS",2024 Jul,N(14, 449),14.3268302853122
"952","PER","1260","ETS",2024 Aug,N(14, 449),14.3268302853122
"953","PER","1260","ETS",2024 Sep,N(14, 449),14.3268302853122
"954","PER","1260","ETS",2024 Oct,N(14, 449),14.3268302853122
"955","PER","1260","ARIMA",2024 May,N(17, 417),16.6595253294893
"956","PER","1260","ARIMA",2024 Jun,N(14, 448),14.3993015318131
"957","PER","1260","ARIMA",2024 Jul,N(14, 448),14.3993015318131
"958","PER","1260","ARIMA",2024 Aug,N(14, 448),14.3993015318131
"959","PER","1260","ARIMA",2024 Sep,N(14, 448),14.3993015318131
"960","PER","1260","ARIMA",2024 Oct,N(14, 448),14.3993015318131
"961","PER","1261","ETS",2024 May,N(180, 4234),180.406660384491
"962","PER","1261","ETS",2024 Jun,N(182, 4234),182.466460124169
"963","PER","1261","ETS",2024 Jul,N(185, 4234),184.526259863848
"964","PER","1261","ETS",2024 Aug,N(187, 4234),186.586059603526
"965","PER","1261","ETS",2024 Sep,N(189, 4234),188.645859343204
"966","PER","1261","ETS",2024 Oct,N(191, 4234),190.705659082883
"967","PER","1261","ARIMA",2024 May,N(167, 4703),167.489294133069
"968","PER","1261","ARIMA",2024 Jun,N(167, 4786),167.489294133069
"969","PER","1261","ARIMA",2024 Jul,N(167, 4869),167.489294133069
"970","PER","1261","ARIMA",2024 Aug,N(167, 4952),167.489294133069
"971","PER","1261","ARIMA",2024 Sep,N(167, 5035),167.489294133069
"972","PER","1261","ARIMA",2024 Oct,N(167, 5118),167.489294133069
"973","PER","1262","ETS",2024 May,N(17, 6126),17.4085473963815
"974","PER","1262","ETS",2024 Jun,N(17, 6416),17.4085473963815
"975","PER","1262","ETS",2024 Jul,N(17, 6706),17.4085473963815
"976","PER","1262","ETS",2024 Aug,N(17, 6996),17.4085473963815
"977","PER","1262","ETS",2024 Sep,N(17, 7286),17.4085473963815
"978","PER","1262","ETS",2024 Oct,N(17, 7576),17.4085473963815
"979","PER","1262","ARIMA",2024 May,N(21, 3852),20.5773238525896
"980","PER","1262","ARIMA",2024 Jun,N(0, 5968),0
"981","PER","1262","ARIMA",2024 Jul,N(0, 5968),0
"982","PER","1262","ARIMA",2024 Aug,N(0, 5968),0
"983","PER","1262","ARIMA",2024 Sep,N(0, 5968),0
"984","PER","1262","ARIMA",2024 Oct,N(0, 5968),0
"985","PER","1263","ETS",2024 May,N(190, 6767),190.371967459123
"986","PER","1263","ETS",2024 Jun,N(190, 9267),190.371967459123
"987","PER","1263","ETS",2024 Jul,N(190, 11767),190.371967459123
"988","PER","1263","ETS",2024 Aug,N(190, 14267),190.371967459123
"989","PER","1263","ETS",2024 Sep,N(190, 16767),190.371967459123
"990","PER","1263","ETS",2024 Oct,N(190, 19267),190.371967459123
"991","PER","1263","ARIMA",2024 May,N(183, 5878),182.519471611283
"992","PER","1263","ARIMA",2024 Jun,N(154, 7577),154.29945538751
"993","PER","1263","ARIMA",2024 Jul,N(139, 8069),139.124887978976
"994","PER","1263","ARIMA",2024 Aug,N(131, 8211),130.965165666621
"995","PER","1263","ARIMA",2024 Sep,N(127, 8252),126.577490787844
"996","PER","1263","ARIMA",2024 Oct,N(124, 8264),124.21813465967
"997","PER","1264","ETS",2024 May,N(132, 4901),131.852706261707
"998","PER","1264","ETS",2024 Jun,N(132, 7509),131.852706261707
"999","PER","1264","ETS",2024 Jul,N(132, 10117),131.852706261707
"1000","PER","1264","ETS",2024 Aug,N(132, 12725),131.852706261707
"1001","PER","1264","ETS",2024 Sep,N(132, 15333),131.852706261707
"1002","PER","1264","ETS",2024 Oct,N(132, 17940),131.852706261707
"1003","PER","1264","ARIMA",2024 May,N(124, 4205),124.259914502183
"1004","PER","1264","ARIMA",2024 Jun,N(114, 5597),114.054684462239
"1005","PER","1264","ARIMA",2024 Jul,N(108, 6057),108.183984448929
"1006","PER","1264","ARIMA",2024 Aug,N(105, 6210),104.806782905074
"1007","PER","1264","ARIMA",2024 Sep,N(103, 6260),102.864000912815
"1008","PER","1264","ARIMA",2024 Oct,N(102, 6277),101.746388647029
"1009","PER","1271","ETS",2024 May,N(1314, 1316172),1313.87146072218
"1010","PER","1271","ETS",2024 Jun,N(1314, 1913992),1313.87146072218
"1011","PER","1271","ETS",2024 Jul,N(1314, 2511813),1313.87146072218
"1012","PER","1271","ETS",2024 Aug,N(1314, 3109633),1313.87146072218
"1013","PER","1271","ETS",2024 Sep,N(1314, 3707454),1313.87146072218
"1014","PER","1271","ETS",2024 Oct,N(1314, 4305274),1313.87146072218
"1015","PER","1271","ARIMA",2024 May,N(1492, 1235639),1492.29964210963
"1016","PER","1271","ARIMA",2024 Jun,N(1576, 1744361),1576.16494080697
"1017","PER","1271","ARIMA",2024 Jul,N(1620, 2e+06),1620.04144753543
"1018","PER","1271","ARIMA",2024 Aug,N(1643, 2155886),1642.99668495299
"1019","PER","1271","ARIMA",2024 Sep,N(1655, 2270645),1655.00636767815
"1020","PER","1271","ARIMA",2024 Oct,N(1661, 2366074),1661.28957340306
"1021","PER","1272","ETS",2024 May,N(312, 39284),312.075138924365
"1022","PER","1272","ETS",2024 Jun,N(312, 62489),312.075138924365
"1023","PER","1272","ETS",2024 Jul,N(312, 85695),312.075138924365
"1024","PER","1272","ETS",2024 Aug,N(312, 108901),312.075138924365
"1025","PER","1272","ETS",2024 Sep,N(312, 132106),312.075138924365
"1026","PER","1272","ETS",2024 Oct,N(312, 155312),312.075138924365
"1027","PER","1272","ARIMA",2024 May,N(319, 36609),318.89166078669
"1028","PER","1272","ARIMA",2024 Jun,N(323, 54546),322.926861453509
"1029","PER","1272","ARIMA",2024 Jul,N(325, 64610),325.289549479731
"1030","PER","1272","ARIMA",2024 Aug,N(327, 71113),326.672949010553
"1031","PER","1272","ARIMA",2024 Sep,N(327, 75889),327.482956189089
"1032","PER","1272","ARIMA",2024 Oct,N(328, 79779),327.95723105666
"1033","PER","1273","ETS",2024 May,N(293, 112969),293.432313007695
"1034","PER","1273","ETS",2024 Jun,N(293, 134034),293.432313007695
"1035","PER","1273","ETS",2024 Jul,N(293, 155099),293.432313007695
"1036","PER","1273","ETS",2024 Aug,N(293, 176165),293.432313007695
"1037","PER","1273","ETS",2024 Sep,N(293, 2e+05),293.432313007695
"1038","PER","1273","ETS",2024 Oct,N(293, 218296),293.432313007695
"1039","PER","1273","ARIMA",2024 May,N(292, 113006),292.220168402843
"1040","PER","1273","ARIMA",2024 Jun,N(292, 135828),292.220168402843
"1041","PER","1273","ARIMA",2024 Jul,N(292, 158650),292.220168402843
"1042","PER","1273","ARIMA",2024 Aug,N(292, 181472),292.220168402843
"1043","PER","1273","ARIMA",2024 Sep,N(292, 2e+05),292.220168402843
"1044","PER","1273","ARIMA",2024 Oct,N(292, 227116),292.220168402843
"1045","PER","1274","ETS",2024 May,N(158, 12089),157.880091938866
"1046","PER","1274","ETS",2024 Jun,N(158, 20587),157.880091938866
"1047","PER","1274","ETS",2024 Jul,N(158, 29085),157.880091938866
"1048","PER","1274","ETS",2024 Aug,N(158, 37583),157.880091938866
"1049","PER","1274","ETS",2024 Sep,N(158, 46081),157.880091938866
"1050","PER","1274","ETS",2024 Oct,N(158, 54580),157.880091938866
"1051","PER","1274","ARIMA",2024 May,N(162, 11984),162
"1052","PER","1274","ARIMA",2024 Jun,N(162, 23967),162
"1053","PER","1274","ARIMA",2024 Jul,N(162, 35951),162
"1054","PER","1274","ARIMA",2024 Aug,N(162, 47935),162
"1055","PER","1274","ARIMA",2024 Sep,N(162, 59919),162
"1056","PER","1274","ARIMA",2024 Oct,N(162, 71902),162
"1057","SYD","1234","ETS",2024 May,N(4769, 4145654),4768.57213727336
"1058","SYD","1234","ETS",2024 Jun,N(4769, 4145654),4768.57213727336
"1059","SYD","1234","ETS",2024 Jul,N(4769, 4145654),4768.57213727336
"1060","SYD","1234","ETS",2024 Aug,N(4769, 4145654),4768.57213727336
"1061","SYD","1234","ETS",2024 Sep,N(4769, 4145654),4768.57213727336
"1062","SYD","1234","ETS",2024 Oct,N(4769, 4145654),4768.57213727336
"1063","SYD","1234","ARIMA",2024 May,N(4767, 4e+06),4766.51162790698
"1064","SYD","1234","ARIMA",2024 Jun,N(4767, 4e+06),4766.51162790698
"1065","SYD","1234","ARIMA",2024 Jul,N(4767, 4e+06),4766.51162790698
"1066","SYD","1234","ARIMA",2024 Aug,N(4767, 4e+06),4766.51162790698
"1067","SYD","1234","ARIMA",2024 Sep,N(4767, 4e+06),4766.51162790698
"1068","SYD","1234","ARIMA",2024 Oct,N(4767, 4e+06),4766.51162790698
"1069","SYD","1235","ETS",2024 May,N(378, 38252),377.824807533801
"1070","SYD","1235","ETS",2024 Jun,N(361, 34963),361.216359063484
"1071","SYD","1235","ETS",2024 Jul,N(345, 31822),344.607910593167
"1072","SYD","1235","ETS",2024 Aug,N(328, 28829),327.99946212285
"1073","SYD","1235","ETS",2024 Sep,N(311, 25984),311.391013652532
"1074","SYD","1235","ETS",2024 Oct,N(295, 23287),294.782565182215
"1075","SYD","1235","ARIMA",2024 May,N(529, 146107),528.922549345625
"1076","SYD","1235","ARIMA",2024 Jun,N(529, 158320),528.922549345625
"1077","SYD","1235","ARIMA",2024 Jul,N(529, 170533),528.922549345625
"1078","SYD","1235","ARIMA",2024 Aug,N(529, 182746),528.922549345625
"1079","SYD","1235","ARIMA",2024 Sep,N(529, 194959),528.922549345625
"1080","SYD","1235","ARIMA",2024 Oct,N(529, 207172),528.922549345625
"1081","SYD","1236","ETS",2024 May,N(1074, 207487),1074.30150424186
"1082","SYD","1236","ETS",2024 Jun,N(1074, 255673),1074.30150424186
"1083","SYD","1236","ETS",2024 Jul,N(1074, 305564),1074.30150424186
"1084","SYD","1236","ETS",2024 Aug,N(1074, 357221),1074.30150424186
"1085","SYD","1236","ETS",2024 Sep,N(1074, 410706),1074.30150424186
"1086","SYD","1236","ETS",2024 Oct,N(1074, 466084),1074.30150424186
"1087","SYD","1236","ARIMA",2024 May,N(1087, 541403),1087.00876414051
"1088","SYD","1236","ARIMA",2024 Jun,N(1087, 620085),1087.00876414051
"1089","SYD","1236","ARIMA",2024 Jul,N(1087, 7e+05),1087.00876414051
"1090","SYD","1236","ARIMA",2024 Aug,N(1087, 777450),1087.00876414051
"1091","SYD","1236","ARIMA",2024 Sep,N(1087, 856133),1087.00876414051
"1092","SYD","1236","ARIMA",2024 Oct,N(1087, 934815),1087.00876414051
"1093","SYD","1238","ETS",2024 May,N(3454, 4420442),3453.99442926386
"1094","SYD","1238","ETS",2024 Jun,N(3454, 6499871),3453.99442926386
"1095","SYD","1238","ETS",2024 Jul,N(3454, 8843758),3453.99442926386
"1096","SYD","1238","ETS",2024 Aug,N(3454, 1.1e+07),3453.99442926386
"1097","SYD","1238","ETS",2024 Sep,N(3454, 1.4e+07),3453.99442926386
"1098","SYD","1238","ETS",2024 Oct,N(3454, 1.8e+07),3453.99442926386
"1099","SYD","1238","ARIMA",2024 May,N(4937, 1e+07),4937.00173364428
"1100","SYD","1238","ARIMA",2024 Jun,N(5638, 1.1e+07),5638.1043128716
"1101","SYD","1238","ARIMA",2024 Jul,N(5638, 1.1e+07),5638.1043128716
"1102","SYD","1238","ARIMA",2024 Aug,N(5638, 1.1e+07),5638.1043128716
"1103","SYD","1238","ARIMA",2024 Sep,N(5638, 1.1e+07),5638.1043128716
"1104","SYD","1238","ARIMA",2024 Oct,N(5638, 1.1e+07),5638.1043128716
"1105","SYD","1239","ETS",2024 May,N(1025, 178708),1024.78973169135
"1106","SYD","1239","ETS",2024 Jun,N(1025, 188758),1024.78973169135
"1107","SYD","1239","ETS",2024 Jul,N(1025, 2e+05),1024.78973169135
"1108","SYD","1239","ETS",2024 Aug,N(1025, 208857),1024.78973169135
"1109","SYD","1239","ETS",2024 Sep,N(1025, 218906),1024.78973169135
"1110","SYD","1239","ETS",2024 Oct,N(1025, 228955),1024.78973169135
"1111","SYD","1239","ARIMA",2024 May,N(1035, 178809),1035.4887460087
"1112","SYD","1239","ARIMA",2024 Jun,N(1035, 190079),1035.4887460087
"1113","SYD","1239","ARIMA",2024 Jul,N(1035, 2e+05),1035.4887460087
"1114","SYD","1239","ARIMA",2024 Aug,N(1035, 212618),1035.4887460087
"1115","SYD","1239","ARIMA",2024 Sep,N(1035, 223888),1035.4887460087
"1116","SYD","1239","ARIMA",2024 Oct,N(1035, 235158),1035.4887460087
"1117","SYD","1246","ETS",2024 May,N(294, 188796),293.563140300036
"1118","SYD","1246","ETS",2024 Jun,N(294, 287370),293.563140300036
"1119","SYD","1246","ETS",2024 Jul,N(294, 385944),293.563140300036
"1120","SYD","1246","ETS",2024 Aug,N(294, 484519),293.563140300036
"1121","SYD","1246","ETS",2024 Sep,N(294, 583093),293.563140300036
"1122","SYD","1246","ETS",2024 Oct,N(294, 681667),293.563140300036
"1123","SYD","1246","ARIMA",2024 May,N(294, 159255),293.617015923941
"1124","SYD","1246","ARIMA",2024 Jun,N(362, 205994),361.669815965744
"1125","SYD","1246","ARIMA",2024 Jul,N(399, 219712),398.537302105789
"1126","SYD","1246","ARIMA",2024 Aug,N(419, 223738),418.510198642764
