"","Region","Item Code",".model","Yearmonth","Volume",".mean"
"372","BRI","1255","ARIMA",2024 Oct,N(87, 11997),86.6211793973055
"373","BRI","1256","ETS",2024 May,N(620, 272752),619.581991145814
"374","BRI","1256","ETS",2024 Jun,N(620, 272752),619.581991145814
"375","BRI","1256","ETS",2024 Jul,N(620, 272752),619.581991145814
"376","BRI","1256","ETS",2024 Aug,N(620, 272752),619.581991145814
"377","BRI","1256","ETS",2024 Sep,N(620, 272752),619.581991145814
"378","BRI","1256","ETS",2024 Oct,N(620, 272752),619.581991145814
"379","BRI","1256","ARIMA",2024 May,N(930, 232203),930.25278036736
"380","BRI","1256","ARIMA",2024 Jun,N(799, 232203),798.779504970383
"381","BRI","1256","ARIMA",2024 Jul,N(718, 232203),718.199110372235
"382","BRI","1256","ARIMA",2024 Aug,N(684, 232203),684.270523173015
"383","BRI","1256","ARIMA",2024 Sep,N(629, 232203),629.136568974283
"384","BRI","1256","ARIMA",2024 Oct,N(485, 232203),484.940073377598
"385","BRI","1257","ETS",2024 May,N(451, 26249),450.503975708072
"386","BRI","1257","ETS",2024 Jun,N(762, 26249),761.993551254706
"387","BRI","1257","ETS",2024 Jul,N(338, 26249),337.537148054383
"388","BRI","1257","ETS",2024 Aug,N(295, 26249),295.383381212894
"389","BRI","1257","ETS",2024 Sep,N(329, 26249),329.3251140023
"390","BRI","1257","ETS",2024 Oct,N(108, 26249),107.615040045855
"391","BRI","1257","ARIMA",2024 May,N(546, 37799),546
"392","BRI","1257","ARIMA",2024 Jun,N(456, 37799),456
"393","BRI","1257","ARIMA",2024 Jul,N(378, 37799),378
"394","BRI","1257","ARIMA",2024 Aug,N(354, 37799),354
"395","BRI","1257","ARIMA",2024 Sep,N(276, 37799),276
"396","BRI","1257","ARIMA",2024 Oct,N(60, 37799),60
"397","BRI","1258","ETS",2024 May,N(67, 13129),67.1955722239068
"398","BRI","1258","ETS",2024 Jun,N(67, 13129),67.1955722239068
"399","BRI","1258","ETS",2024 Jul,N(67, 13129),67.1955722239068
"400","BRI","1258","ETS",2024 Aug,N(67, 13129),67.1955722239068
"401","BRI","1258","ETS",2024 Sep,N(67, 13129),67.1955722239068
"402","BRI","1258","ETS",2024 Oct,N(67, 13129),67.1955722239068
"403","BRI","1258","ARIMA",2024 May,N(67, 12815),67.1860465116279
"404","BRI","1258","ARIMA",2024 Jun,N(67, 12815),67.1860465116279
"405","BRI","1258","ARIMA",2024 Jul,N(67, 12815),67.1860465116279
"406","BRI","1258","ARIMA",2024 Aug,N(67, 12815),67.1860465116279
"407","BRI","1258","ARIMA",2024 Sep,N(67, 12815),67.1860465116279
"408","BRI","1258","ARIMA",2024 Oct,N(67, 12815),67.1860465116279
"409","BRI","1259","ETS",2024 May,N(174, 30535),173.816065826987
"410","BRI","1259","ETS",2024 Jun,N(174, 30535),173.816065826987
"411","BRI","1259","ETS",2024 Jul,N(174, 30535),173.816065826987
"412","BRI","1259","ETS",2024 Aug,N(174, 30535),173.816065826987
"413","BRI","1259","ETS",2024 Sep,N(174, 30535),173.816065826987
"414","BRI","1259","ETS",2024 Oct,N(174, 30535),173.816065826987
"415","BRI","1259","ARIMA",2024 May,N(274, 23333),274.095111016825
"416","BRI","1259","ARIMA",2024 Jun,N(258, 23333),258.455157070911
"417","BRI","1259","ARIMA",2024 Jul,N(208, 23333),208.407304443987
"418","BRI","1259","ARIMA",2024 Aug,N(227, 23333),227.175249179084
"419","BRI","1259","ARIMA",2024 Sep,N(127, 23333),127.079543925236
"420","BRI","1259","ARIMA",2024 Oct,N(133, 23333),133.335525503601
"421","BRI","1260","ETS",2024 May,N(65, 9292),65.308993579888
"422","BRI","1260","ETS",2024 Jun,N(65, 9292),65.308993579888
"423","BRI","1260","ETS",2024 Jul,N(65, 9292),65.308993579888
"424","BRI","1260","ETS",2024 Aug,N(65, 9292),65.308993579888
"425","BRI","1260","ETS",2024 Sep,N(65, 9292),65.308993579888
"426","BRI","1260","ETS",2024 Oct,N(65, 9292),65.308993579888
"427","BRI","1260","ARIMA",2024 May,N(66, 9070),66.1162790697675
"428","BRI","1260","ARIMA",2024 Jun,N(66, 9070),66.1162790697675
"429","BRI","1260","ARIMA",2024 Jul,N(66, 9070),66.1162790697675
"430","BRI","1260","ARIMA",2024 Aug,N(66, 9070),66.1162790697675
"431","BRI","1260","ARIMA",2024 Sep,N(66, 9070),66.1162790697675
"432","BRI","1260","ARIMA",2024 Oct,N(66, 9070),66.1162790697675
"433","BRI","1261","ETS",2024 May,N(722, 105776),721.951320462211
"434","BRI","1261","ETS",2024 Jun,N(722, 105776),721.951320462211
"435","BRI","1261","ETS",2024 Jul,N(722, 105776),721.951320462211
"436","BRI","1261","ETS",2024 Aug,N(722, 105776),721.951320462211
"437","BRI","1261","ETS",2024 Sep,N(722, 105776),721.951320462211
"438","BRI","1261","ETS",2024 Oct,N(722, 105776),721.951320462211
"439","BRI","1261","ARIMA",2024 May,N(807, 81415),806.998767093991
"440","BRI","1261","ARIMA",2024 Jun,N(746, 81415),745.8680116716
"441","BRI","1261","ARIMA",2024 Jul,N(721, 81415),721.415709502644
"442","BRI","1261","ARIMA",2024 Aug,N(894, 81415),893.940285916947
"443","BRI","1261","ARIMA",2024 Sep,N(844, 81415),843.677220347425
"444","BRI","1261","ARIMA",2024 Oct,N(894, 81415),893.940285916947
"445","BRI","1262","ETS",2024 May,N(103, 18765),103.425763340417
"446","BRI","1262","ETS",2024 Jun,N(103, 19194),103.425763340417
"447","BRI","1262","ETS",2024 Jul,N(103, 19624),103.425763340417
"448","BRI","1262","ETS",2024 Aug,N(103, 20053),103.425763340417
"449","BRI","1262","ETS",2024 Sep,N(103, 20483),103.425763340417
"450","BRI","1262","ETS",2024 Oct,N(103, 20912),103.425763340417
"451","BRI","1262","ARIMA",2024 May,N(112, 16474),111.730984067845
"452","BRI","1262","ARIMA",2024 Jun,N(97, 21778),96.7079525020079
"453","BRI","1262","ARIMA",2024 Jul,N(97, 22077),96.7079525020079
"454","BRI","1262","ARIMA",2024 Aug,N(97, 22375),96.7079525020079
"455","BRI","1262","ARIMA",2024 Sep,N(97, 22674),96.7079525020079
"456","BRI","1262","ARIMA",2024 Oct,N(97, 22973),96.7079525020079
"457","BRI","1263","ETS",2024 May,N(206, 9769),205.741627855127
"458","BRI","1263","ETS",2024 Jun,N(233, 12559),233.283367270579
"459","BRI","1263","ETS",2024 Jul,N(178, 7335),178.27878945241
"460","BRI","1263","ETS",2024 Aug,N(313, 22573),312.749942812257
"461","BRI","1263","ETS",2024 Sep,N(380, 33322),379.991285131679
"462","BRI","1263","ETS",2024 Oct,N(292, 19739),292.458754405011
"463","BRI","1263","ARIMA",2024 May,N(262, 32170),261.953488372093
"464","BRI","1263","ARIMA",2024 Jun,N(262, 32170),261.953488372093
"465","BRI","1263","ARIMA",2024 Jul,N(262, 32170),261.953488372093
"466","BRI","1263","ARIMA",2024 Aug,N(262, 32170),261.953488372093
"467","BRI","1263","ARIMA",2024 Sep,N(262, 32170),261.953488372093
"468","BRI","1263","ARIMA",2024 Oct,N(262, 32170),261.953488372093
"469","BRI","1264","ETS",2024 May,N(245, 12851),245.358315331761
"470","BRI","1264","ETS",2024 Jun,N(251, 13435),250.870912727159
"471","BRI","1264","ETS",2024 Jul,N(170, 6184),170.19822913791
"472","BRI","1264","ETS",2024 Aug,N(538, 61821),538.141444021554
"473","BRI","1264","ETS",2024 Sep,N(333, 23687),333.108204326842
"474","BRI","1264","ETS",2024 Oct,N(507, 54797),506.649852580887
"475","BRI","1264","ARIMA",2024 May,N(310, 30016),310.148495205657
"476","BRI","1264","ARIMA",2024 Jun,N(296, 30016),295.681555471163
"477","BRI","1264","ARIMA",2024 Jul,N(250, 30016),249.934746040466
"478","BRI","1264","ARIMA",2024 Aug,N(370, 30016),369.580247628443
"479","BRI","1264","ARIMA",2024 Sep,N(273, 30016),273.003649941416
"480","BRI","1264","ARIMA",2024 Oct,N(379, 30016),379.355206908507
"481","BRI","1271","ETS",2024 May,N(6906, 5e+06),6906.46533462038
"482","BRI","1271","ETS",2024 Jun,N(6906, 5785952),6906.46533462038
"483","BRI","1271","ETS",2024 Jul,N(6906, 6547097),6906.46533462038
"484","BRI","1271","ETS",2024 Aug,N(6906, 7308243),6906.46533462038
"485","BRI","1271","ETS",2024 Sep,N(6906, 8069389),6906.46533462038
"486","BRI","1271","ETS",2024 Oct,N(6906, 8830535),6906.46533462038
"487","BRI","1271","ARIMA",2024 May,N(7643, 4735494),7642.74653922438
"488","BRI","1271","ARIMA",2024 Jun,N(7184, 5e+06),7183.52651845916
"489","BRI","1271","ARIMA",2024 Jul,N(7184, 6394381),7183.52651845916
"490","BRI","1271","ARIMA",2024 Aug,N(7184, 7819979),7183.52651845916
"491","BRI","1271","ARIMA",2024 Sep,N(7184, 9245577),7183.52651845916
"492","BRI","1271","ARIMA",2024 Oct,N(7184, 1.1e+07),7183.52651845916
"493","BRI","1272","ETS",2024 May,N(745, 154383),745.312952897241
"494","BRI","1272","ETS",2024 Jun,N(745, 207986),745.312952897241
"495","BRI","1272","ETS",2024 Jul,N(745, 261588),745.312952897241
"496","BRI","1272","ETS",2024 Aug,N(745, 315191),745.312952897241
"497","BRI","1272","ETS",2024 Sep,N(745, 368793),745.312952897241
"498","BRI","1272","ETS",2024 Oct,N(745, 422395),745.312952897241
"499","BRI","1272","ARIMA",2024 May,N(868, 145377),867.72220305515
"500","BRI","1272","ARIMA",2024 Jun,N(586, 183136),586.391291706043
"501","BRI","1272","ARIMA",2024 Jul,N(724, 264931),724.344958583584
"502","BRI","1272","ARIMA",2024 Aug,N(657, 323032),656.697880224166
"503","BRI","1272","ARIMA",2024 Sep,N(690, 392246),689.869359563149
"504","BRI","1272","ARIMA",2024 Oct,N(674, 455890),673.603364516175
"505","BRI","1273","ETS",2024 May,N(1331, 232294),1330.96610013637
"506","BRI","1273","ETS",2024 Jun,N(1331, 274933),1330.96610013637
"507","BRI","1273","ETS",2024 Jul,N(1331, 317571),1330.96610013637
"508","BRI","1273","ETS",2024 Aug,N(1331, 360210),1330.96610013637
"509","BRI","1273","ETS",2024 Sep,N(1331, 4e+05),1330.96610013637
"510","BRI","1273","ETS",2024 Oct,N(1331, 445487),1330.96610013637
"511","BRI","1273","ARIMA",2024 May,N(1325, 232348),1325.24916793467
"512","BRI","1273","ARIMA",2024 Jun,N(1325, 277328),1325.24916793467
"513","BRI","1273","ARIMA",2024 Jul,N(1325, 322308),1325.24916793467
"514","BRI","1273","ARIMA",2024 Aug,N(1325, 367289),1325.24916793467
"515","BRI","1273","ARIMA",2024 Sep,N(1325, 412269),1325.24916793467
"516","BRI","1273","ARIMA",2024 Oct,N(1325, 457249),1325.24916793467
"517","BRI","1274","ETS",2024 May,N(607, 28279),606.728075981274
"518","BRI","1274","ETS",2024 Jun,N(607, 37297),606.728075981274
"519","BRI","1274","ETS",2024 Jul,N(607, 46315),606.728075981274
"520","BRI","1274","ETS",2024 Aug,N(607, 55334),606.728075981274
"521","BRI","1274","ETS",2024 Sep,N(607, 64352),606.728075981274
"522","BRI","1274","ETS",2024 Oct,N(607, 73371),606.728075981274
"523","BRI","1274","ARIMA",2024 May,N(630, 25916),630.433842380949
"524","BRI","1274","ARIMA",2024 Jun,N(568, 31283),568.07620294253
"525","BRI","1274","ARIMA",2024 Jul,N(602, 45939),602.056318574645
"526","BRI","1274","ARIMA",2024 Aug,N(584, 54966),583.539770020684
"527","BRI","1274","ARIMA",2024 Sep,N(594, 66893),593.629864300032
"528","BRI","1274","ARIMA",2024 Oct,N(588, 77190),588.131539260166
"529","MEL","1234","ETS",2024 May,N(3455, 3496081),3455.29133880435
"530","MEL","1234","ETS",2024 Jun,N(3455, 3496081),3455.29133880435
"531","MEL","1234","ETS",2024 Jul,N(3455, 3496081),3455.29133880435
"532","MEL","1234","ETS",2024 Aug,N(3455, 3496081),3455.29133880435
"533","MEL","1234","ETS",2024 Sep,N(3455, 3496081),3455.29133880435
"534","MEL","1234","ETS",2024 Oct,N(3455, 3496081),3455.29133880435
"535","MEL","1234","ARIMA",2024 May,N(3089, 2816560),3088.83009633988
"536","MEL","1234","ARIMA",2024 Jun,N(3421, 4544305),3421.29473070743
"537","MEL","1234","ARIMA",2024 Jul,N(3421, 4544305),3421.29473070743
"538","MEL","1234","ARIMA",2024 Aug,N(3421, 4544305),3421.29473070743
"539","MEL","1234","ARIMA",2024 Sep,N(3421, 4544305),3421.29473070743
"540","MEL","1234","ARIMA",2024 Oct,N(3421, 4544305),3421.29473070743
"541","MEL","1235","ETS",2024 May,N(664, 146607),664.334609728092
"542","MEL","1235","ETS",2024 Jun,N(664, 166479),664.334609728092
"543","MEL","1235","ETS",2024 Jul,N(664, 186352),664.334609728092
"544","MEL","1235","ETS",2024 Aug,N(664, 206224),664.334609728092
"545","MEL","1235","ETS",2024 Sep,N(664, 226097),664.334609728092
"546","MEL","1235","ETS",2024 Oct,N(664, 245969),664.334609728092
"547","MEL","1235","ARIMA",2024 May,N(668, 146663),668.395352030297
"548","MEL","1235","ARIMA",2024 Jun,N(668, 168287),668.395352030297
"549","MEL","1235","ARIMA",2024 Jul,N(668, 189910),668.395352030297
"550","MEL","1235","ARIMA",2024 Aug,N(668, 211534),668.395352030297
"551","MEL","1235","ARIMA",2024 Sep,N(668, 233157),668.395352030297
"552","MEL","1235","ARIMA",2024 Oct,N(668, 254781),668.395352030297
"553","MEL","1236","ETS",2024 May,N(738, 91144),738.085019793134
"554","MEL","1236","ETS",2024 Jun,N(738, 107512),738.085019793134
"555","MEL","1236","ETS",2024 Jul,N(738, 124302),738.085019793134
"556","MEL","1236","ETS",2024 Aug,N(738, 141524),738.085019793134
"557","MEL","1236","ETS",2024 Sep,N(738, 159189),738.085019793134
"558","MEL","1236","ETS",2024 Oct,N(738, 177309),738.085019793134
"559","MEL","1236","ARIMA",2024 May,N(677, 142392),676.838341178421
"560","MEL","1236","ARIMA",2024 Jun,N(731, 250490),730.785393320313
"561","MEL","1236","ARIMA",2024 Jul,N(678, 392076),678.026203387077
"562","MEL","1236","ARIMA",2024 Aug,N(730, 5e+05),729.623686695155
"563","MEL","1236","ARIMA",2024 Sep,N(679, 641681),679.162330349534
"564","MEL","1236","ARIMA",2024 Oct,N(729, 751128),728.512576155827
"565","MEL","1238","ETS",2024 May,N(4568, 5493794),4568.23869821883
"566","MEL","1238","ETS",2024 Jun,N(4514, 5365019),4514.38104334623
"567","MEL","1238","ETS",2024 Jul,N(4461, 5237771),4460.52338847364
"568","MEL","1238","ETS",2024 Aug,N(4407, 5112051),4406.66573360104
"569","MEL","1238","ETS",2024 Sep,N(4353, 5e+06),4352.80807872844
"570","MEL","1238","ETS",2024 Oct,N(4299, 4865194),4298.95042385584
"571","MEL","1238","ARIMA",2024 May,N(5772, 8549811),5771.50069634834
"572","MEL","1238","ARIMA",2024 Jun,N(6589, 8549811),6588.86231616856
"573","MEL","1238","ARIMA",2024 Jul,N(6718, 8549811),6718.02437254476
"574","MEL","1238","ARIMA",2024 Aug,N(6091, 8549811),6090.61141200979
"575","MEL","1238","ARIMA",2024 Sep,N(5076, 8549811),5075.52578591055
"576","MEL","1238","ARIMA",2024 Oct,N(6093, 8549571),6092.70388191397
"577","MEL","1239","ETS",2024 May,N(930, 110777),930.398969215856
"578","MEL","1239","ETS",2024 Jun,N(952, 110777),952.126343096315
"579","MEL","1239","ETS",2024 Jul,N(974, 110777),973.853716976774
"580","MEL","1239","ETS",2024 Aug,N(996, 110777),995.581090857233
"581","MEL","1239","ETS",2024 Sep,N(1017, 110777),1017.30846473769
"582","MEL","1239","ETS",2024 Oct,N(1039, 110777),1039.03583861815
"583","MEL","1239","ARIMA",2024 May,N(865, 121421),865.184902668466
"584","MEL","1239","ARIMA",2024 Jun,N(865, 132048),865.184902668466
"585","MEL","1239","ARIMA",2024 Jul,N(865, 142675),865.184902668466
"586","MEL","1239","ARIMA",2024 Aug,N(865, 153302),865.184902668466
"587","MEL","1239","ARIMA",2024 Sep,N(865, 163929),865.184902668466
"588","MEL","1239","ARIMA",2024 Oct,N(865, 174555),865.184902668466
"589","MEL","1246","ETS",2024 May,N(977, 188052),976.518016431021
"590","MEL","1246","ETS",2024 Jun,N(977, 3e+05),976.518016431021
"591","MEL","1246","ETS",2024 Jul,N(977, 4e+05),976.518016431021
"592","MEL","1246","ETS",2024 Aug,N(977, 511954),976.518016431021
"593","MEL","1246","ETS",2024 Sep,N(977, 619921),976.518016431021
"594","MEL","1246","ETS",2024 Oct,N(977, 727888),976.518016431021
"595","MEL","1246","ARIMA",2024 May,N(794, 154352),793.908973158705
"596","MEL","1246","ARIMA",2024 Jun,N(673, 2e+05),673.122830757363
"597","MEL","1246","ARIMA",2024 Jul,N(609, 210978),608.594430846833
"598","MEL","1246","ARIMA",2024 Aug,N(574, 214567),574.120986193079
"599","MEL","1246","ARIMA",2024 Sep,N(556, 215591),555.704004089954
"600","MEL","1246","ARIMA",2024 Oct,N(546, 215883),545.86497485474
"601","MEL","1247","ETS",2024 May,N(571, 70559),571.020058317523
"602","MEL","1247","ETS",2024 Jun,N(571, 73570),571.020058317523
"603","MEL","1247","ETS",2024 Jul,N(571, 76581),571.020058317523
"604","MEL","1247","ETS",2024 Aug,N(571, 79593),571.020058317523
"605","MEL","1247","ETS",2024 Sep,N(571, 82604),571.020058317523
"606","MEL","1247","ETS",2024 Oct,N(571, 85615),571.020058317523
"607","MEL","1247","ARIMA",2024 May,N(610, 63059),610.027592762198
"608","MEL","1247","ARIMA",2024 Jun,N(644, 67211),644.057431093347
"609","MEL","1247","ARIMA",2024 Jul,N(600, 71363),599.986440362686
"610","MEL","1247","ARIMA",2024 Aug,N(534, 75515),534.452176616068
"611","MEL","1247","ARIMA",2024 Sep,N(537, 79667),536.794259665209
"612","MEL","1247","ARIMA",2024 Oct,N(595, 83800),594.747209189942
"613","MEL","1248","ETS",2024 May,N(189, 36402),189.225656305014
"614","MEL","1248","ETS",2024 Jun,N(189, 36402),189.225656305014
"615","MEL","1248","ETS",2024 Jul,N(189, 36402),189.225656305014
"616","MEL","1248","ETS",2024 Aug,N(189, 36402),189.225656305014
"617","MEL","1248","ETS",2024 Sep,N(189, 36402),189.225656305014
"618","MEL","1248","ETS",2024 Oct,N(189, 36402),189.225656305014
"619","MEL","1248","ARIMA",2024 May,N(189, 35531),189.209302325581
"620","MEL","1248","ARIMA",2024 Jun,N(189, 35531),189.209302325581
"621","MEL","1248","ARIMA",2024 Jul,N(189, 35531),189.209302325581
"622","MEL","1248","ARIMA",2024 Aug,N(189, 35531),189.209302325581
"623","MEL","1248","ARIMA",2024 Sep,N(189, 35531),189.209302325581
"624","MEL","1248","ARIMA",2024 Oct,N(189, 35531),189.209302325581
"625","MEL","1255","ETS",2024 May,N(185, 33215),184.527444595342
"626","MEL","1255","ETS",2024 Jun,N(185, 33215),184.527444595342
"627","MEL","1255","ETS",2024 Jul,N(185, 33215),184.527444595342
"628","MEL","1255","ETS",2024 Aug,N(185, 33215),184.527444595342
"629","MEL","1255","ETS",2024 Sep,N(185, 33215),184.527444595342
"630","MEL","1255","ETS",2024 Oct,N(185, 33215),184.527444595342
"631","MEL","1255","ARIMA",2024 May,N(333, 23650),332.849899742884
"632","MEL","1255","ARIMA",2024 Jun,N(233, 23650),232.730940030195
"633","MEL","1255","ARIMA",2024 Jul,N(237, 23650),237.498509540323
"634","MEL","1255","ARIMA",2024 Aug,N(198, 23650),197.570114893
"635","MEL","1255","ARIMA",2024 Sep,N(166, 23650),165.984966888402
"636","MEL","1255","ARIMA",2024 Oct,N(114, 23650),113.541702276993
"637","MEL","1256","ETS",2024 May,N(856, 4e+05),856.407586079897
"638","MEL","1256","ETS",2024 Jun,N(856, 506305),856.407586079897
"639","MEL","1256","ETS",2024 Jul,N(856, 611985),856.407586079897
"640","MEL","1256","ETS",2024 Aug,N(856, 717666),856.407586079897
"641","MEL","1256","ETS",2024 Sep,N(856, 823346),856.407586079897
"642","MEL","1256","ETS",2024 Oct,N(856, 929026),856.407586079897
"643","MEL","1256","ARIMA",2024 May,N(789, 3e+05),789.454178298544
"644","MEL","1256","ARIMA",2024 Jun,N(766, 3e+05),766.168564830666
"645","MEL","1256","ARIMA",2024 Jul,N(715, 3e+05),714.940215201334
"646","MEL","1256","ARIMA",2024 Aug,N(729, 3e+05),728.911583282061
"647","MEL","1256","ARIMA",2024 Sep,N(799, 3e+05),798.768423685696
"648","MEL","1256","ARIMA",2024 Oct,N(608, 3e+05),608.292105518452
"649","MEL","1257","ETS",2024 May,N(249, 29649),249.416649998602
"650","MEL","1257","ETS",2024 Jun,N(249, 29649),249.416649998602
"651","MEL","1257","ETS",2024 Jul,N(249, 29649),249.416649998602
"652","MEL","1257","ETS",2024 Aug,N(249, 29649),249.416649998602
"653","MEL","1257","ETS",2024 Sep,N(249, 29649),249.416649998602
"654","MEL","1257","ETS",2024 Oct,N(249, 29649),249.416649998602
"655","MEL","1257","ARIMA",2024 May,N(249, 28940),249.395348836979
"656","MEL","1257","ARIMA",2024 Jun,N(249, 28940),249.395348836979
"657","MEL","1257","ARIMA",2024 Jul,N(249, 28940),249.395348836979
"658","MEL","1257","ARIMA",2024 Aug,N(249, 28940),249.395348836979
"659","MEL","1257","ARIMA",2024 Sep,N(249, 28940),249.395348836979
"660","MEL","1257","ARIMA",2024 Oct,N(249, 28940),249.395348836979
"661","MEL","1258","ETS",2024 May,N(53, 12550),52.5100234744273
"662","MEL","1258","ETS",2024 Jun,N(53, 12550),52.5100234744273
"663","MEL","1258","ETS",2024 Jul,N(53, 12550),52.5100234744273
"664","MEL","1258","ETS",2024 Aug,N(53, 12550),52.5100234744273
"665","MEL","1258","ETS",2024 Sep,N(53, 12550),52.5100234744273
"666","MEL","1258","ETS",2024 Oct,N(53, 12550),52.5100234744273
"667","MEL","1258","ARIMA",2024 May,N(52, 12250),52.4883720931732
"668","MEL","1258","ARIMA",2024 Jun,N(52, 12250),52.4883720931732
"669","MEL","1258","ARIMA",2024 Jul,N(52, 12250),52.4883720931732
"670","MEL","1258","ARIMA",2024 Aug,N(52, 12250),52.4883720931732
"671","MEL","1258","ARIMA",2024 Sep,N(52, 12250),52.4883720931732
"672","MEL","1258","ARIMA",2024 Oct,N(52, 12250),52.4883720931732
"673","MEL","1259","ETS",2024 May,N(247, 45480),246.592709002748
"674","MEL","1259","ETS",2024 Jun,N(247, 45480),246.592709002748
"675","MEL","1259","ETS",2024 Jul,N(247, 45480),246.592709002748
"676","MEL","1259","ETS",2024 Aug,N(247, 45480),246.592709002748
"677","MEL","1259","ETS",2024 Sep,N(247, 45480),246.592709002748
"678","MEL","1259","ETS",2024 Oct,N(247, 45480),246.592709002748
"679","MEL","1259","ARIMA",2024 May,N(247, 44393),246.53488372093
"680","MEL","1259","ARIMA",2024 Jun,N(247, 44393),246.53488372093
"681","MEL","1259","ARIMA",2024 Jul,N(247, 44393),246.53488372093
"682","MEL","1259","ARIMA",2024 Aug,N(247, 44393),246.53488372093
"683","MEL","1259","ARIMA",2024 Sep,N(247, 44393),246.53488372093
"684","MEL","1259","ARIMA",2024 Oct,N(247, 44393),246.53488372093
"685","MEL","1260","ETS",2024 May,N(91, 23574),91.0840808852344
"686","MEL","1260","ETS",2024 Jun,N(91, 23574),91.0840808852344
"687","MEL","1260","ETS",2024 Jul,N(91, 23574),91.0840808852344
"688","MEL","1260","ETS",2024 Aug,N(91, 23574),91.0840808852344
"689","MEL","1260","ETS",2024 Sep,N(91, 23574),91.0840808852344
"690","MEL","1260","ETS",2024 Oct,N(91, 23574),91.0840808852344
"691","MEL","1260","ARIMA",2024 May,N(35, 20121),35.0741551656412
"692","MEL","1260","ARIMA",2024 Jun,N(79, 22834),78.7515636680921
"693","MEL","1260","ARIMA",2024 Jul,N(76, 22834),75.6599039558447
"694","MEL","1260","ARIMA",2024 Aug,N(112, 22834),111.916640581291
"695","MEL","1260","ARIMA",2024 Sep,N(79, 22834),78.7515636680921
"696","MEL","1260","ARIMA",2024 Oct,N(111, 22834),111.35452063361
"697","MEL","1261","ETS",2024 May,N(563, 69213),562.875992207339
"698","MEL","1261","ETS",2024 Jun,N(563, 69213),562.875992207339
"699","MEL","1261","ETS",2024 Jul,N(563, 69213),562.875992207339
"700","MEL","1261","ETS",2024 Aug,N(563, 69213),562.875992207339
"701","MEL","1261","ETS",2024 Sep,N(563, 69213),562.875992207339
"702","MEL","1261","ETS",2024 Oct,N(563, 69213),562.875992207339
"703","MEL","1261","ARIMA",2024 May,N(595, 62136),594.584092885666
"704","MEL","1261","ARIMA",2024 Jun,N(468, 62136),468.2673263666
"705","MEL","1261","ARIMA",2024 Jul,N(499, 62136),499.164952709393
"706","MEL","1261","ARIMA",2024 Aug,N(571, 62136),570.956496270589
"707","MEL","1261","ARIMA",2024 Sep,N(630, 62136),630.025487808282
"708","MEL","1261","ARIMA",2024 Oct,N(605, 62136),604.883301666598
"709","MEL","1262","ETS",2024 May,N(48, 35486),48.3989918723563
"710","MEL","1262","ETS",2024 Jun,N(48, 35486),48.3989918723563
"711","MEL","1262","ETS",2024 Jul,N(48, 35486),48.3989918723563
"712","MEL","1262","ETS",2024 Aug,N(48, 35486),48.3989918723563
"713","MEL","1262","ETS",2024 Sep,N(48, 35486),48.3989918723563
"714","MEL","1262","ETS",2024 Oct,N(48, 35486),48.3989918723563
"715","MEL","1262","ARIMA",2024 May,N(24, 25546),24.3771048010701
"716","MEL","1262","ARIMA",2024 Jun,N(0, 35555),0
"717","MEL","1262","ARIMA",2024 Jul,N(0, 35555),0
"718","MEL","1262","ARIMA",2024 Aug,N(0, 35555),0
"719","MEL","1262","ARIMA",2024 Sep,N(0, 35555),0
"720","MEL","1262","ARIMA",2024 Oct,N(0, 35555),0
"721","MEL","1263","ETS",2024 May,N(121, 4964),121.261231315161
"722","MEL","1263","ETS",2024 Jun,N(171, 10000),171.050690651305
"723","MEL","1263","ETS",2024 Jul,N(154, 8171),153.671232403457
"724","MEL","1263","ETS",2024 Aug,N(238, 19776),237.626240686585
"725","MEL","1263","ETS",2024 Sep,N(573, 116225),572.605951264574
"726","MEL","1263","ETS",2024 Oct,N(587, 123483),586.699258757203
"727","MEL","1263","ARIMA",2024 May,N(297, 112671),296.598818029993
"728","MEL","1263","ARIMA",2024 Jun,N(265, 118655),264.598818029993
"729","MEL","1263","ARIMA",2024 Jul,N(269, 124640),268.598818029993
"730","MEL","1263","ARIMA",2024 Aug,N(416, 130624),415.598818029993
"731","MEL","1263","ARIMA",2024 Sep,N(804, 136609),803.598818029993
"732","MEL","1263","ARIMA",2024 Oct,N(799, 142594),798.598818029993
"733","MEL","1264","ETS",2024 May,N(154, 4372),154.189978852781
"734","MEL","1264","ETS",2024 Jun,N(112, 2365),112.491108671373
"735","MEL","1264","ETS",2024 Jul,N(138, 3643),138.498380979969
"736","MEL","1264","ETS",2024 Aug,N(252, 12282),252.282834959987
"737","MEL","1264","ETS",2024 Sep,N(399, 31267),399.390422134981
"738","MEL","1264","ETS",2024 Oct,N(451, 40454),450.802482604312
"739","MEL","1264","ARIMA",2024 May,N(132, 45230),131.565328371808
"740","MEL","1264","ARIMA",2024 Jun,N(100, 45230),99.7066604647597
"741","MEL","1264","ARIMA",2024 Jul,N(91, 45230),91.199118139939
"742","MEL","1264","ARIMA",2024 Aug,N(262, 45230),262.46043162717
"743","MEL","1264","ARIMA",2024 Sep,N(344, 45230),343.758180462715
"744","MEL","1264","ARIMA",2024 Oct,N(398, 45230),398.233696739526
"745","MEL","1271","ETS",2024 May,N(5141, 4555077),5141.10280373327
"746","MEL","1271","ETS",2024 Jun,N(5258, 4555077),5258.46418676898
"747","MEL","1271","ETS",2024 Jul,N(5376, 4555078),5375.82556980468
